Date	ID-Product	Units	Revenue Discount	Net Cost Equivalent COGS
1/30/2017	JB-50-14	1	0	1.01
12/19/2017	TK-40-19	1	0	0.99
12/19/2017	Y-10-20	128	0.575	0.94
12/21/2017	D-30-11	2	0.02	1.03
12/19/2017	C-30-5	46	0.4375	1
4/27/2017	B-30-3	1	0	1.02
3/10/2017	Q-30-17	8	0.05	1.01
12/22/2017	B-30-3	83	0.5	0.98
4/10/2017	EK-40-9	7	0.05	1.02
12/10/2017	D-30-11	9	0.05	0.99
12/3/2017	A-10-1	32	0.3225	0.98
3/7/2017	EK-40-9	1	0	1.02
9/9/2017	C-30-5	130	0.575	0.98
12/13/2017	JB-50-14	2	0.02	1.02
11/26/2017	BK-40-2	144	0.575	0.89
8/25/2017	BK-40-2	11	0.12	1.01
12/2/2017	JB-50-14	2	0.02	0.99
12/8/2017	Q-30-17	8	0.05	1.02
12/15/2017	BK-40-2	116	0.55	0.93
8/18/2017	MB-30-16	24	0.225	0.98
8/22/2017	S-30-18	3	0.03	1
4/12/2017	Y-10-20	60	0.4375	1
11/26/2017	JB-50-14	7	0.05	1.02
7/18/2017	TK-40-19	12	0.12	1.03
2/25/2017	BK-40-2	10	0.12	1.01
8/26/2017	BK-40-2	7	0.05	1.01
12/18/2017	Q-30-17	11	0.12	1.02
12/21/2017	A-10-1	120	0.575	0.96
12/22/2017	Q-30-17	48	0.4375	0.99
11/10/2017	Q-30-17	2	0.02	1.03
4/22/2017	DS-50-8	4	0.04	0.99
1/11/2017	BK-40-2	9	0.05	1.01
12/21/2017	A-10-1	108	0.55	0.91
11/30/2017	S-30-18	2	0.02	1.01
4/21/2017	GY-60-13	72	0.4375	0.97
5/31/2017	S-30-18	1	0	1.03
11/6/2017	DS-50-8	1	0	1.03
7/9/2017	S-30-18	96	0.5	1.01
4/16/2017	BK-40-2	27	0.3225	1.03
12/23/2017	TK-40-19	7	0.05	1
12/18/2017	BK-40-2	96	0.5	0.98
2/23/2017	DS-50-8	10	0.12	0.99
12/11/2017	FK-20-10	48	0.4375	1
11/28/2017	C-30-5	4	0.04	1.01
12/19/2017	B-30-3	157	0.575	0.93
11/19/2017	BK-40-2	155	0.575	0.92
4/7/2017	D-30-11	4	0.04	0.99
11/22/2017	JB-50-14	2	0.02	0.99
12/10/2017	FK-20-10	3	0.03	1.03
7/14/2017	D-30-11	1	0	0.99
4/5/2017	C-30-5	2	0.02	1.02
12/1/2017	DS-50-8	2	0.02	1.02
12/20/2017	BK-40-2	86	0.5	0.96
11/23/2017	D-30-11	2	0.02	1
8/29/2017	D-30-11	9	0.05	1.01
5/7/2017	TK-40-19	72	0.4375	0.97
12/8/2017	C-30-5	1	0	1.02
5/29/2017	S-30-18	23	0.225	1.01
9/16/2017	BK-40-2	86	0.5	1.01
6/29/2017	EK-40-9	144	0.575	0.88
11/26/2017	D-30-11	36	0.4375	1.01
12/3/2017	Y-10-20	150	0.575	0.92
10/22/2017	C-30-5	4	0.04	1.02
12/11/2017	BK-40-2	1	0	1
12/20/2017	BK-40-2	107	0.55	0.95
12/20/2017	EK-40-9	1	0	1.01
12/17/2017	MB-30-16	1	0	1
12/6/2017	CB-10-7	1	0	0.99
6/10/2017	BWK-20-4	24	0.225	1.01
11/26/2017	GY-60-13	2	0.02	1.02
12/10/2017	Q-30-17	10	0.12	0.99
12/11/2017	D-30-11	10	0.12	1.03
11/16/2017	BK-40-2	74	0.4375	0.93
4/18/2017	D-30-11	2	0.02	1.03
5/11/2017	D-30-11	2	0.02	1
8/11/2017	CB-10-7	114	0.55	0.92
6/19/2017	MB-30-16	24	0.225	1.01
6/12/2017	Y-10-20	24	0.225	0.99
4/8/2017	B-30-3	35	0.4375	0.99
12/5/2017	DS-50-8	3	0.03	1.02
12/19/2017	JB-50-14	1	0	1
12/20/2017	FK-20-10	1	0	1.03
12/10/2017	DS-50-8	7	0.05	0.99
7/3/2017	BK-40-2	11	0.12	1.02
5/24/2017	BWK-20-4	2	0.02	0.99
5/23/2017	MB-30-16	8	0.05	0.99
5/3/2017	DS-50-8	1	0	1.02
12/18/2017	BK-40-2	1	0	1
12/5/2017	S-30-18	72	0.4375	0.95
11/15/2017	JB-50-14	48	0.4375	1.01
12/8/2017	Q-30-17	3	0.03	1.02
3/9/2017	D-30-11	2	0.02	1.03
2/20/2017	Y-10-20	1	0	1.02
12/1/2017	JB-50-14	58	0.4375	1
6/19/2017	MB-30-16	151	0.575	0.91
4/10/2017	C-30-5	1	0	1.02
12/14/2017	FK-20-10	120	0.575	0.93
12/13/2017	MB-30-16	2	0.02	1.01
11/23/2017	C-30-5	58	0.4375	0.99
12/21/2017	JB-50-14	111	0.55	0.94
8/26/2017	GY-60-13	57	0.4375	0.96
9/11/2017	DS-50-8	138	0.575	0.93
12/13/2017	BK-40-2	80	0.5	1.01
12/4/2017	DS-50-8	35	0.4375	0.99
6/27/2017	BK-40-2	95	0.5	1.02
5/15/2017	MB-30-16	89	0.5	0.94
12/21/2017	B-30-3	144	0.575	0.92
12/10/2017	DS-50-8	2	0.02	1.03
12/11/2017	TK-40-19	108	0.55	0.95
6/15/2017	JB-50-14	1	0	1.03
11/26/2017	EK-40-9	1	0	1.02
12/10/2017	DS-50-8	1	0	1.01
12/21/2017	DS-50-8	24	0.225	1.01
10/31/2017	Y-10-20	3	0.03	1.03
12/15/2017	BK-40-2	4	0.04	0.99
11/20/2017	BK-40-2	2	0.02	0.99
12/21/2017	Y-10-20	8	0.05	1
12/19/2017	DS-50-8	2	0.02	1.02
11/2/2017	TK-40-19	36	0.4375	1.02
8/19/2017	JB-50-14	60	0.4375	0.95
4/6/2017	C-30-5	24	0.225	0.99
6/27/2017	JB-50-14	2	0.02	1.01
12/20/2017	Q-30-17	2	0.02	1.01
7/5/2017	D-30-11	36	0.4375	1.02
6/16/2017	BWK-20-4	4	0.04	1
1/23/2017	BK-40-2	48	0.4375	1.01
12/19/2017	D-30-11	52	0.4375	0.97
7/23/2017	A-10-1	8	0.05	1
4/12/2017	DS-50-8	8	0.05	1.02
11/1/2017	Q-30-17	70	0.4375	0.97
9/17/2017	C-30-5	72	0.4375	1.01
3/23/2017	JB-50-14	1	0	1.03
6/6/2017	MB-30-16	11	0.12	1.03
12/22/2017	BK-40-2	96	0.5	1
12/21/2017	JB-50-14	156	0.575	0.91
7/1/2017	S-30-18	2	0.02	1.02
12/31/2017	MB-30-16	3	0.03	1.01
12/13/2017	JB-50-14	2	0.02	0.99
6/5/2017	Y-10-20	102	0.55	0.93
7/18/2017	D-30-11	153	0.575	0.88
11/18/2017	JS-50-15	2	0.02	0.99
12/20/2017	CY-60-6	4	0.04	0.99
12/10/2017	EK-40-9	1	0	1.02
8/10/2017	JS-50-15	1	0	0.99
8/15/2017	DS-50-8	16	0.225	1
12/23/2017	BK-40-2	9	0.05	1.02
12/7/2017	JB-50-14	14	0.12	1.02
12/24/2017	BK-40-2	2	0.02	0.99
11/30/2017	FK-20-10	4	0.04	1
12/24/2017	BK-40-2	36	0.4375	1.02
12/14/2017	MB-30-16	11	0.12	1.01
10/24/2017	DS-50-8	7	0.05	1.02
8/18/2017	BK-40-2	40	0.4375	1
7/26/2017	DS-50-8	14	0.12	1.01
12/10/2017	A-10-1	20	0.225	1.01
3/12/2017	D-30-11	2	0.02	1
12/23/2017	D-30-11	1	0	1.01
1/6/2017	C-30-5	85	0.5	1.01
9/15/2017	Y-10-20	48	0.4375	0.99
12/11/2017	GY-60-13	92	0.5	0.97
11/23/2017	JB-50-14	10	0.12	1.03
8/11/2017	BK-40-2	149	0.575	0.92
11/21/2017	DS-50-8	36	0.4375	1.01
11/12/2017	C-30-5	106	0.55	0.97
12/20/2017	JB-50-14	2	0.02	1.03
11/13/2017	JB-50-14	72	0.4375	0.95
12/7/2017	Q-30-17	3	0.03	1
6/8/2017	TK-40-19	117	0.55	0.95
11/26/2017	C-30-5	72	0.4375	0.99
6/13/2017	DS-50-8	79	0.5	0.98
12/2/2017	C-30-5	1	0	1.03
12/14/2017	Q-30-17	7	0.05	0.99
12/17/2017	BK-40-2	120	0.575	0.94
11/20/2017	C-30-5	10	0.12	1
11/19/2017	DS-50-8	144	0.575	0.93
12/16/2017	Y-10-20	6	0.05	0.99
7/19/2017	EK-40-9	24	0.225	0.98
12/20/2017	BK-40-2	99	0.5	0.98
8/27/2017	S-30-18	95	0.5	0.99
11/27/2017	MB-30-16	7	0.05	1.01
12/11/2017	JB-50-14	7	0.05	0.99
12/16/2017	GY-60-13	1	0	1
8/12/2017	JB-50-14	1	0	0.99
11/22/2017	MB-30-16	2	0.02	1.02
5/14/2017	JB-50-14	11	0.12	0.99
11/24/2017	TK-40-19	3	0.03	1
4/15/2017	DS-50-8	1	0	1.02
8/14/2017	TK-40-19	8	0.05	1.02
12/14/2017	JB-50-14	8	0.05	1.02
2/28/2017	BK-40-2	1	0	1
11/14/2017	GY-60-12	2	0.02	0.99
12/12/2017	Y-10-20	13	0.12	1.01
11/13/2017	DS-50-8	60	0.4375	0.99
5/18/2017	A-10-1	138	0.575	0.93
4/7/2017	S-30-18	2	0.02	0.99
7/13/2017	GY-60-12	24	0.225	0.98
3/22/2017	MB-30-16	9	0.05	1.01
11/29/2017	DS-50-8	2	0.02	1
7/20/2017	JS-50-15	30	0.3225	0.99
8/25/2017	DS-50-8	4	0.04	1.01
7/30/2017	Y-10-20	3	0.03	1
1/10/2017	DS-50-8	1	0	1.03
9/10/2017	EK-40-9	48	0.4375	1.01
12/6/2017	EK-40-9	144	0.575	0.94
12/16/2017	JS-50-15	122	0.575	0.92
12/18/2017	DS-50-8	9	0.05	1.02
5/21/2017	BK-40-2	2	0.02	1.02
5/26/2017	Q-30-17	86	0.5	1.01
8/3/2017	CB-10-7	10	0.12	1.01
12/16/2017	Y-10-20	84	0.5	0.95
6/8/2017	D-30-11	60	0.4375	0.96
6/12/2017	MB-30-16	144	0.575	0.94
8/26/2017	MB-30-16	95	0.5	0.99
5/11/2017	BK-40-2	3	0.03	1.03
12/23/2017	CB-10-7	138	0.575	0.95
12/19/2017	FK-20-10	48	0.4375	1.01
12/4/2017	DS-50-8	2	0.02	0.99
5/24/2017	D-30-11	11	0.12	1.01
7/17/2017	S-30-18	8	0.05	1.03
5/13/2017	GY-60-12	118	0.55	0.98
12/17/2017	A-10-1	4	0.04	1.03
4/11/2017	JB-50-14	8	0.05	1.03
11/25/2017	D-30-11	2	0.02	0.99
12/11/2017	S-30-18	10	0.12	1.02
12/2/2017	JB-50-14	1	0	1
6/19/2017	D-30-11	1	0	1.02
12/23/2017	MB-30-16	27	0.3225	1
6/7/2017	Q-30-17	153	0.575	0.93
8/4/2017	D-30-11	60	0.4375	1.02
12/21/2017	B-30-3	2	0.02	1.01
5/27/2017	CY-60-6	12	0.12	1.02
12/18/2017	S-30-18	2	0.02	1.03
12/12/2017	MB-30-16	9	0.05	1.03
11/12/2017	DS-50-8	2	0.02	0.99
8/25/2017	DS-50-8	2	0.02	1.02
1/11/2017	DS-50-8	120	0.575	0.92
11/15/2017	C-30-5	2	0.02	1
5/18/2017	Q-30-17	8	0.05	1.02
6/11/2017	DS-50-8	144	0.575	0.91
12/19/2017	C-30-5	2	0.02	1.01
12/24/2017	DS-50-8	128	0.575	0.93
8/24/2017	JB-50-14	1	0	1.03
12/18/2017	BK-40-2	1	0	1.01
12/12/2017	D-30-11	1	0	1.01
12/13/2017	S-30-18	128	0.575	0.93
6/29/2017	S-30-18	1	0	1.02
7/17/2017	TK-40-19	9	0.05	1.01
11/19/2017	BK-40-2	3	0.03	0.99
6/20/2017	CB-10-7	2	0.02	1.02
12/14/2017	DS-50-8	1	0	1.02
4/9/2017	Y-10-20	2	0.02	1.02
8/15/2017	EK-40-9	4	0.04	0.99
11/30/2017	JB-50-14	11	0.12	1.02
7/2/2017	FK-20-10	7	0.05	0.99
12/11/2017	BK-40-2	108	0.55	0.93
6/9/2017	DS-50-8	17	0.225	1.03
11/19/2017	S-30-18	139	0.575	0.91
4/9/2017	MB-30-16	24	0.225	1
11/25/2017	FK-20-10	11	0.12	1
12/17/2017	MB-30-16	72	0.4375	0.97
12/18/2017	DS-50-8	12	0.12	1
5/2/2017	FK-20-10	24	0.225	1
11/18/2017	MB-30-16	60	0.4375	0.97
11/28/2017	FK-20-10	48	0.4375	1.01
11/21/2017	EK-40-9	2	0.02	1.03
11/15/2017	Q-30-17	1	0	1
11/22/2017	EK-40-9	24	0.225	1.02
8/25/2017	Q-30-17	130	0.575	0.95
11/30/2017	CY-60-6	7	0.05	0.99
11/17/2017	BK-40-2	105	0.55	0.98
12/22/2017	D-30-11	50	0.4375	1
1/17/2017	TK-40-19	84	0.5	0.97
12/17/2017	BK-40-2	26	0.3225	0.99
6/7/2017	BK-40-2	4	0.04	0.99
3/28/2017	Y-10-20	3	0.03	0.99
12/7/2017	BK-40-2	95	0.5	0.99
12/8/2017	DS-50-8	2	0.02	1.03
12/18/2017	BK-40-2	9	0.05	1
12/12/2017	BWK-20-4	93	0.5	0.96
5/6/2017	BK-40-2	1	0	1.01
11/17/2017	BK-40-2	3	0.03	1.01
6/18/2017	Y-10-20	132	0.575	0.95
2/13/2017	BK-40-2	2	0.02	1
11/29/2017	Y-10-20	96	0.5	1
12/18/2017	Y-10-20	60	0.4375	0.96
7/27/2017	BWK-20-4	1	0	1.02
7/29/2017	DS-50-8	121	0.575	0.98
8/3/2017	BK-40-2	8	0.05	1
7/16/2017	D-30-11	120	0.575	0.96
12/22/2017	C-30-5	1	0	0.99
11/16/2017	Q-30-17	113	0.55	0.98
11/20/2017	S-30-18	84	0.5	0.99
12/17/2017	DS-50-8	1	0	1.01
12/21/2017	BK-40-2	72	0.4375	0.97
12/18/2017	JB-50-14	10	0.12	1.01
12/9/2017	Q-30-17	3	0.03	0.99
8/5/2017	Y-10-20	3	0.03	1
4/24/2017	C-30-5	11	0.12	1.01
12/18/2017	CY-60-6	1	0	1
12/12/2017	Y-10-20	44	0.4375	1.01
12/12/2017	MB-30-16	7	0.05	1.01
12/12/2017	DS-50-8	36	0.4375	0.98
5/8/2017	MB-30-16	2	0.02	1.03
12/10/2017	DS-50-8	1	0	1.01
12/20/2017	DS-50-8	46	0.4375	0.99
8/6/2017	MB-30-16	94	0.5	0.96
12/19/2017	C-30-5	7	0.05	1.01
12/8/2017	FK-20-10	1	0	1.01
2/2/2017	GY-60-12	1	0	1.02
12/18/2017	DS-50-8	75	0.5	1.01
11/24/2017	B-30-3	84	0.5	0.98
7/31/2017	FK-20-10	9	0.05	1.02
6/8/2017	BK-40-2	3	0.03	1.01
7/10/2017	S-30-18	1	0	0.99
12/2/2017	JB-50-14	96	0.5	0.97
12/7/2017	JS-50-15	12	0.12	1.01
12/3/2017	BK-40-2	3	0.03	0.99
12/19/2017	CY-60-6	84	0.5	1.01
11/15/2017	DS-50-8	3	0.03	1.02
4/24/2017	JB-50-14	1	0	1
3/27/2017	Q-30-17	3	0.03	1.02
7/18/2017	Q-30-17	154	0.575	0.92
4/22/2017	B-30-3	65	0.4375	0.95
11/14/2017	DS-50-8	48	0.4375	1.02
11/16/2017	MB-30-16	1	0	1.01
12/19/2017	D-30-11	131	0.575	0.97
12/6/2017	TK-40-19	6	0.05	1.03
7/17/2017	DS-50-8	120	0.575	0.97
6/7/2017	Y-10-20	9	0.05	1
4/6/2017	BK-40-2	1	0	1.03
7/17/2017	JS-50-15	60	0.4375	0.96
12/8/2017	FK-20-10	10	0.12	1.01
5/29/2017	Y-10-20	77	0.5	0.96
12/10/2017	C-30-5	7	0.05	1.03
8/14/2017	Q-30-17	9	0.05	1.02
8/15/2017	JB-50-14	144	0.575	0.89
7/28/2017	JB-50-14	2	0.02	1.01
3/4/2017	A-10-1	48	0.4375	1.01
6/14/2017	D-30-11	2	0.02	1.01
11/29/2017	MB-30-16	3	0.03	0.99
4/9/2017	JB-50-14	24	0.225	1
6/25/2017	BK-40-2	1	0	1.02
9/28/2017	MB-30-16	14	0.12	1.02
7/31/2017	Y-10-20	2	0.02	1.02
12/8/2017	EK-40-9	96	0.5	1
6/26/2017	DS-50-8	120	0.575	0.97
11/12/2017	MB-30-16	2	0.02	1.02
12/20/2017	D-30-11	1	0	1
11/12/2017	D-30-11	122	0.575	0.97
3/30/2017	Q-30-17	1	0	1.02
12/21/2017	DS-50-8	132	0.575	0.93
11/17/2017	Q-30-17	2	0.02	1
4/12/2017	BK-40-2	4	0.04	1.03
5/27/2017	D-30-11	2	0.02	1.02
12/20/2017	JB-50-14	74	0.4375	0.97
11/16/2017	BWK-20-4	104	0.55	0.91
12/15/2017	JS-50-15	4	0.04	1
11/27/2017	BK-40-2	4	0.04	1
2/9/2017	MB-30-16	9	0.05	1.01
6/18/2017	FK-20-10	1	0	1.03
11/14/2017	MB-30-16	132	0.575	0.96
8/14/2017	Q-30-17	1	0	1.03
7/20/2017	BK-40-2	11	0.12	1.01
11/19/2017	JB-50-14	3	0.03	1
5/29/2017	D-30-11	8	0.05	0.99
4/2/2017	JS-50-15	131	0.575	0.95
12/2/2017	DS-50-8	2	0.02	1
12/16/2017	Y-10-20	1	0	1.03
12/17/2017	JB-50-14	2	0.02	1.01
8/2/2017	DS-50-8	2	0.02	0.99
8/2/2017	C-30-5	54	0.4375	0.98
12/20/2017	EK-40-9	57	0.4375	1.01
6/22/2017	EK-40-9	2	0.02	1.03
8/7/2017	C-30-5	132	0.575	0.97
11/21/2017	EK-40-9	12	0.12	1.02
5/13/2017	D-30-11	2	0.02	1.03
12/20/2017	S-30-18	69	0.4375	1
12/3/2017	GY-60-12	140	0.575	0.9
11/30/2017	BK-40-2	96	0.5	0.99
5/12/2017	Q-30-17	3	0.03	1.03
11/29/2017	CY-60-6	11	0.12	1.02
6/22/2017	MB-30-16	109	0.55	0.95
5/12/2017	JB-50-14	100	0.55	0.98
7/7/2017	C-30-5	84	0.5	0.97
4/15/2017	C-30-5	134	0.575	0.94
12/9/2017	MB-30-16	120	0.575	0.98
4/6/2017	Y-10-20	2	0.02	0.99
5/5/2017	JB-50-14	11	0.12	0.99
11/19/2017	Q-30-17	11	0.12	0.99
11/17/2017	GY-60-12	153	0.575	0.96
11/20/2017	MB-30-16	108	0.55	0.94
11/30/2017	BK-40-2	39	0.4375	1.01
12/23/2017	GY-60-13	2	0.02	1.03
5/18/2017	C-30-5	1	0	1.01
12/11/2017	C-30-5	60	0.4375	0.97
12/10/2017	S-30-18	108	0.55	0.95
12/17/2017	MB-30-16	96	0.5	0.94
8/25/2017	D-30-11	8	0.05	1
11/30/2017	DS-50-8	9	0.05	0.99
2/15/2017	GY-60-12	1	0	1
11/16/2017	BK-40-2	19	0.225	1.02
12/4/2017	Q-30-17	5	0.05	1.01
12/21/2017	DS-50-8	119	0.55	0.94
4/4/2017	BK-40-2	60	0.4375	1.01
12/1/2017	D-30-11	2	0.02	1.02
6/19/2017	FK-20-10	8	0.05	1
10/5/2017	BK-40-2	158	0.575	0.96
5/1/2017	BK-40-2	1	0	0.99
11/27/2017	BK-40-2	84	0.5	0.97
12/17/2017	A-10-1	108	0.55	0.97
11/27/2017	BK-40-2	10	0.12	1.03
1/29/2017	MB-30-16	13	0.12	1.01
5/4/2017	DS-50-8	12	0.12	1
12/5/2017	C-30-5	1	0	1
8/6/2017	Q-30-17	10	0.12	1
11/15/2017	EK-40-9	120	0.575	0.97
7/6/2017	JB-50-14	2	0.02	1.03
6/26/2017	MB-30-16	21	0.225	1
12/17/2017	JB-50-14	1	0	1.01
12/12/2017	Y-10-20	7	0.05	0.99
4/17/2017	DS-50-8	2	0.02	1.03
12/6/2017	S-30-18	2	0.02	1.01
11/22/2017	GY-60-12	144	0.575	0.93
10/20/2017	BK-40-2	12	0.12	1.02
7/18/2017	Q-30-17	2	0.02	1.03
4/5/2017	D-30-11	2	0.02	1.01
12/10/2017	S-30-18	120	0.575	0.94
12/12/2017	A-10-1	96	0.5	0.94
6/24/2017	MB-30-16	132	0.575	0.96
7/4/2017	DS-50-8	1	0	1.02
7/14/2017	Y-10-20	10	0.12	0.99
11/24/2017	BK-40-2	7	0.05	0.99
10/1/2017	A-10-1	2	0.02	1.01
12/20/2017	Q-30-17	10	0.12	0.99
12/12/2017	S-30-18	82	0.5	1.01
12/17/2017	JB-50-14	36	0.4375	1
12/24/2017	EK-40-9	10	0.12	0.99
12/16/2017	BK-40-2	1	0	0.99
8/18/2017	CB-10-7	4	0.04	1
4/14/2017	D-30-11	75	0.5	0.95
8/24/2017	MB-30-16	15	0.225	1.01
2/26/2017	DS-50-8	1	0	0.99
12/21/2017	EK-40-9	74	0.4375	0.99
12/17/2017	BK-40-2	1	0	1.03
7/7/2017	BK-40-2	10	0.12	1.03
5/10/2017	Y-10-20	4	0.04	0.99
9/24/2017	Q-30-17	48	0.4375	1.01
8/6/2017	CB-10-7	9	0.05	1
4/5/2017	Q-30-17	24	0.225	1.02
7/8/2017	EK-40-9	9	0.05	1.01
8/19/2017	Q-30-17	4	0.04	1.02
4/3/2017	GY-60-12	4	0.04	1.01
12/21/2017	BK-40-2	97	0.5	0.96
1/7/2017	GY-60-12	2	0.02	1.01
12/11/2017	DS-50-8	108	0.55	0.97
8/1/2017	B-30-3	72	0.4375	0.98
9/6/2017	S-30-18	3	0.03	1.01
12/9/2017	MB-30-16	3	0.03	0.99
12/10/2017	JB-50-14	72	0.4375	0.98
3/8/2017	JB-50-14	12	0.12	1
4/25/2017	DS-50-8	72	0.4375	0.98
4/19/2017	GY-60-13	2	0.02	1.02
12/19/2017	DS-50-8	12	0.12	0.99
12/20/2017	Q-30-17	1	0	1.03
11/13/2017	C-30-5	10	0.12	1
12/23/2017	BK-40-2	10	0.12	1.02
11/3/2017	BK-40-2	132	0.575	0.96
6/18/2017	DS-50-8	12	0.12	1.01
4/23/2017	S-30-18	35	0.4375	1.02
12/21/2017	BK-40-2	119	0.55	0.95
11/29/2017	MB-30-16	8	0.05	1.01
11/21/2017	BK-40-2	45	0.4375	0.99
1/2/2017	JB-50-14	86	0.5	0.96
11/18/2017	BWK-20-4	6	0.05	1.01
12/4/2017	BWK-20-4	1	0	0.99
12/5/2017	MB-30-16	83	0.5	0.94
11/28/2017	FK-20-10	72	0.4375	0.95
3/14/2017	BK-40-2	14	0.12	1.01
8/29/2017	BWK-20-4	9	0.05	1
7/21/2017	C-30-5	4	0.04	0.99
5/18/2017	BK-40-2	8	0.05	1.02
12/19/2017	BK-40-2	84	0.5	0.99
2/5/2017	GY-60-12	72	0.4375	0.99
4/4/2017	S-30-18	60	0.4375	0.95
12/4/2017	BK-40-2	24	0.225	1.03
12/6/2017	GY-60-13	2	0.02	1.02
11/9/2017	GY-60-13	1	0	1.01
11/28/2017	EK-40-9	8	0.05	0.99
12/8/2017	JB-50-14	96	0.5	1
11/23/2017	JB-50-14	4	0.04	1.01
4/11/2017	Y-10-20	2	0.02	0.99
12/16/2017	BK-40-2	120	0.575	0.96
3/15/2017	D-30-11	134	0.575	0.92
6/30/2017	Q-30-17	1	0	1.02
8/6/2017	Q-30-17	1	0	1.02
12/7/2017	DS-50-8	1	0	0.99
12/21/2017	Q-30-17	132	0.575	0.95
5/27/2017	EK-40-9	4	0.04	0.99
3/26/2017	MB-30-16	12	0.12	1.03
2/23/2017	BK-40-2	48	0.4375	1.03
4/12/2017	Y-10-20	12	0.12	1
12/1/2017	MB-30-16	1	0	1.03
11/28/2017	BK-40-2	96	0.5	0.99
11/25/2017	BK-40-2	146	0.575	0.92
11/24/2017	Q-30-17	11	0.12	1
5/19/2017	DS-50-8	3	0.03	1.03
11/15/2017	TK-40-19	2	0.02	0.99
5/13/2017	JS-50-15	1	0	1
12/4/2017	S-30-18	2	0.02	1.01
4/24/2017	S-30-18	84	0.5	0.96
7/25/2017	S-30-18	103	0.55	0.91
1/22/2017	EK-40-9	10	0.12	1.01
12/22/2017	C-30-5	64	0.4375	1.01
12/5/2017	JB-50-14	159	0.575	0.92
7/30/2017	Q-30-17	52	0.4375	0.93
11/29/2017	TK-40-19	24	0.225	1
12/7/2017	D-30-11	12	0.12	0.99
12/13/2017	JS-50-15	26	0.3225	1.02
11/21/2017	S-30-18	108	0.55	0.97
8/2/2017	Q-30-17	4	0.04	0.99
6/14/2017	CB-10-7	3	0.03	1.03
11/29/2017	BK-40-2	1	0	1.03
12/4/2017	CY-60-6	84	0.5	0.97
3/5/2017	MB-30-16	79	0.5	0.98
4/9/2017	DS-50-8	12	0.12	1.03
8/2/2017	BK-40-2	7	0.05	1.01
6/26/2017	MB-30-16	1	0	1.01
5/23/2017	B-30-3	4	0.04	0.99
5/9/2017	DS-50-8	2	0.02	1.03
8/20/2017	TK-40-19	72	0.4375	0.97
12/2/2017	CB-10-7	3	0.03	1.02
12/4/2017	TK-40-19	107	0.55	0.92
8/15/2017	MB-30-16	24	0.225	0.99
11/29/2017	BK-40-2	11	0.12	1.01
5/2/2017	Q-30-17	12	0.12	1.03
12/16/2017	GY-60-12	84	0.5	0.98
7/3/2017	S-30-18	1	0	1.03
11/30/2017	BK-40-2	9	0.05	1.01
11/27/2017	Q-30-17	10	0.12	1.03
8/2/2017	JB-50-14	48	0.4375	0.99
12/1/2017	GY-60-13	2	0.02	0.99
11/17/2017	DS-50-8	108	0.55	0.98
11/26/2017	Q-30-17	63	0.4375	0.95
11/19/2017	C-30-5	3	0.03	0.99
7/1/2017	D-30-11	1	0	1.02
11/30/2017	Q-30-17	1	0	0.99
11/18/2017	GY-60-12	108	0.55	0.92
12/3/2017	Q-30-17	1	0	0.99
12/8/2017	MB-30-16	7	0.05	0.99
12/19/2017	MB-30-16	108	0.55	0.96
12/15/2017	JB-50-14	1	0	1.03
12/19/2017	MB-30-16	15	0.225	1.01
12/3/2017	MB-30-16	1	0	1.02
11/27/2017	C-30-5	120	0.575	0.93
3/30/2017	Y-10-20	9	0.05	0.99
12/22/2017	DS-50-8	102	0.55	0.93
11/19/2017	C-30-5	1	0	1.02
12/17/2017	DS-50-8	36	0.4375	1
12/17/2017	MB-30-16	2	0.02	0.99
12/16/2017	JB-50-14	8	0.05	1.03
11/29/2017	BK-40-2	1	0	1.03
12/9/2017	C-30-5	96	0.5	0.99
11/29/2017	S-30-18	36	0.4375	1
12/8/2017	DS-50-8	1	0	0.99
5/21/2017	MB-30-16	23	0.225	1
6/11/2017	Q-30-17	11	0.12	1
9/23/2017	D-30-11	16	0.225	0.98
3/12/2017	BK-40-2	9	0.05	1
5/25/2017	C-30-5	12	0.12	1.01
4/17/2017	DS-50-8	96	0.5	0.98
11/12/2017	Q-30-17	60	0.4375	0.99
7/17/2017	BK-40-2	48	0.4375	1.03
12/8/2017	MB-30-16	12	0.12	0.99
12/5/2017	MB-30-16	108	0.55	0.95
12/9/2017	Y-10-20	2	0.02	0.99
7/17/2017	A-10-1	10	0.12	1
12/16/2017	Y-10-20	120	0.575	0.94
4/15/2017	TK-40-19	132	0.575	0.93
4/9/2017	FK-20-10	4	0.04	1.01
6/3/2017	JB-50-14	10	0.12	0.99
12/9/2017	BK-40-2	84	0.5	0.99
11/12/2017	BK-40-2	3	0.03	1
11/20/2017	BK-40-2	24	0.225	1.01
12/22/2017	DS-50-8	36	0.4375	0.99
8/27/2017	B-30-3	8	0.05	0.99
3/13/2017	EK-40-9	146	0.575	0.94
12/7/2017	JS-50-15	2	0.02	1.01
6/5/2017	D-30-11	10	0.12	1.01
12/9/2017	Q-30-17	149	0.575	0.93
11/30/2017	DS-50-8	12	0.12	1.01
6/21/2017	C-30-5	57	0.4375	1.02
12/6/2017	JB-50-14	3	0.03	1.03
11/21/2017	D-30-11	135	0.575	0.96
12/21/2017	BK-40-2	144	0.575	0.89
11/12/2017	CY-60-6	36	0.4375	1.01
1/23/2017	MB-30-16	1	0	1.03
12/22/2017	MB-30-16	1	0	1
